"tag","patterns__-","responses__-","context__-"
"Cards","What is Times Points","Times points is a unique loyalty program which allows you to earn reward points for all your digital media usage (create/consume/share etc.) across digital properties of Times Internet Limited",""
"Cards","Where should I contact or write to know about the existing offers on my cards","You do not have to call or write anywhere, you can know about the list of exciting offers on www.timespoints.com/debit.",""
"Cards","Where should I contact or write for my doubts or queries","For all Times points related queries, you are requested to write to [email protected]",""
"Cards","Is there any Times points Apps which I can download on my mobile","Yes, you can download the app for your Android mobile from Google Playstore or for your iPhone from App Store.",""
"Cards","Do I need to mandatorily register","Yes, to avail the offers and earn times points you need to register and activate the account.",""
"Cards","Is there any Personal Accidental Death Cover for Times Point Debit Card holders","Yes. There is an Accelerated insurance cover of 10 lacs in case of death due to by Air / Road / Rail. For more information and Terms and condition you are requested to visit www.hdfcbank.com.",""
"Cards","What should I share while calling TIL to identify myself","Presently we do not have Tele service. You are requested to write to us for any query, request or complain to [email protected]",""
"Cards","What do I do if I am not able to avail merchant offers","Do not worry if you are not able to avail the offers at your disposal. Any issue related merchant or code not working or bar code not getting read, just write to [email protected]",""
"Cards","Are there any exclusive benefits that come with the Times Points Debit Card","The Times Points Debit Card also provides exclusive discounts of minimum 10% throughout the year. These offers can be availed at merchant establishment.",""
"Cards","What if I forget my ATM PIN","You can call the HDFC bank PhoneBanking to request for re-issuance of PIN or place a request through Prepaid NetBanking. A new PIN will be sent across to your registered mailing address held on record with the bank.",""
"Cards","How does this card work","Your HDFC Bank ForexPlus card will be activated with the required AUD / AED / CAD / CHF/ Euro / GBP / JPY / SGD and USD within 4 hours from the bank getting the clear funds from you. Once actived, the card can be used at any international location for making payments at POS terminals or to withdraw cash at ATMs. (Usage of the card is not allowed in India, Nepal and Bhutan.) HDFC Bank ForexPlus card works just like any Debit / Credit Card for making payments at Merchant Establishments that have an electronic terminal. The transaction amount is deducted from available balance on the ForexPlus card. HDFC Bank ForexPlus card is accepted at all Merchant Establishments displaying the Visa / Mastercard symbol. The card can be used to withdraw cash at all Visa / Mastercard ATMs worldwide. Irrespective of the currency loaded on the card, the cash will be dispensed based on the currencies supported at the ATMs. Please ensure that you remember the PIN given to you with the card pack, the PIN is unique for every card and cannot be changed at any domestic or international ATM. View more",""
"Cards","Where do I get this card","ForexPlus card is available over the counter at HDFC Bank branches. You simply need to walk into our branch with required documentation and walk out with ForexPlus card. The card will get activated within 4 hours from realization of funds. Alternatively, the customer can apply for card through NetBanking login also.In case the customer applies the card through NetBanking the card will be delivered to the customer within 2 working days. This facility is available at select locations only.",""
"Cards","How soon can the card be used after it is purchased","Your card will be activated & loaded with required currency within 4 hours from the bank having received clear funds from you. The card will beready for use post activation.",""
"Cards","How can I cancel my Forex Plus Card","To cancel your Forex Plus Card, we request you to contact the PhoneBanking team or walk into your nearest HDFC Bank branch and place a request towards cancellation. Your request will be processed within one working day of us receiving the request. There are no charges towards the cancellation of a Forex Plus card. However, currency conversion tax as applicable from time to time will be deducted at the time of providing credit to you. Kindly visit the following URL to access information for the complete address and contact details of our Branches and PhoneBanking centers: View more",""
"Cards","How do I activate e-commerce on my card","Follow 2 simple steps: Step 1: Log on to Prepaid Card Net Banking. Step 2: Enable your e-commerce transaction facility to make purchases.",""
"Cards","How do I top-up the value of my card when I am abroad","ForexPlus card can also be loaded on your behalf by someone authorized by you. Authorised person has to visit HDFC Bank branch with the necessary documents and funds. We’ll take care of the rest.",""
"Cards","Whom should I contact if my card is lost or stolen","Immediately report the loss of your HDFC Bank ForexPlus Card by calling HDFC Bank PhoneBanking. You will not be liable for transactions on your Card Account (if any) from the moment your report is registered with the bank. Alternately you can hotlist the card with the help of Prepaid NetBanking facility.",""
"Fundstransfer","Can I use e-Monies NEFT for foreign remittances","This is a service designed only for remitting Indian Rupees within India.",""
"Fundstransfer","Is the e-Monies NEFT system better than the existing RBI-EFT system","E-Monies NEFT has no restrictions, because it’s based on a centralized network. That’s not the case for the RBI-EFT system, which is confined to just 15 centres.",""
"Fundstransfer","What information is required to use the e-monies NEFT service","To use this service, you should provide the beneficiary details (name and account number), and the name and IFSC of the beneficiary bank branch.",""
"Fundstransfer","If the money is not credited to the beneficiary’s account while using the e-monies NEFT service, will I get it back","Your funds will be returned to your account if they are not credited.",""
"Fundstransfer","How does the e-monies NEFT service differ from RGTS and EFT","E-Monies NEFT is an electronic payment system, used to transfer funds to any part of India. It works on ‘net settlement’, unlike RTGS that works on ‘gross settlement’, and EFT which is restricted to only 15 centres.",""
"Fundstransfer","What are the charges for the e-monies National Electronic Funds Transfer service","NEFT transactions on NetBanking are charged as below: Amounts up to Rs. 10,000 - Rs.2.5 (exclusive of taxes) per transaction Amounts from Rs.10,001 to Rs.1 lakh - Rs. 5 (exclusive of taxes) per transaction Amounts above Rs. 1 lakh up to Rs. 2 lakh - Rs. 15 (exclusive of taxes) per transactionAmounts above Rs.2 lakh – Rs.25 (exclusive of taxes) per transaction View more",""
"Fundstransfer","How do I check the IFSC of the receiving branch","Just ask your beneficiary to get the IFSC from his or her branch. They can also find it in their cheque book - the IFSC is in the cheque leaf.",""
"Fundstransfer","How is RTGS different from National Electronic Funds Transfer (NEFT)","NEFT is an electronic fund transfer system that operates on a deferred net settlement (DNS) basis, which settles transactions in batches. In DNS, the settlement takes place at a definite time and all transactions are held up till that instant. Any transaction initiated after a designated settlement time will have to wait till the next designated settlement time. RTGS is different because transactions are processed continuously. View more",""
"Fundstransfer","What is RTGS Funds Transfer","'RTGS' stands for 'Real Time Gross Settlement'. The RTGS system is a funds transfer mechanism where transfer of money takes place from one bank to another on a 'real time' and on a 'gross' basis. This is the fastest possible money transfer system through banking channels. 'Real time' means no waiting period; transactions are settled as soon as they are processed. 'Gross settlement' means the transaction is finalized on its own, without it being bunched with any other transaction. View more",""
"Fundstransfer","Are there minimum or maximum limits for RTGS transfers","The RTGS system has been designed for large value transactions. The minimum amount to be remitted through RTGS is Rs. 2 Lakhs. There is no upper ceiling for RTGS transactions. The only change to this is RTGS transactions done through NetBanking, when the maximum amount of funds that can be transferred per Customer ID per day is Rs. 10 Lakhs. View more",""
"Fundstransfer","What information do I need to provide when using the RTGS funds transfer service","When using RTGS Funds Transfers, there are a few essential details to provide: Amount to be remitted Account number from where the funds will be debited Name of the beneficiary bank, and the name of the beneficiary customer Account number of the beneficiary customer Sender to receiver information, if there is one The IFSC code of the receiving branch View more",""
"Fundstransfer","What are the charges for the RTGS funds transfer service","Effective 15 November, 2010; RTGS transactions on NetBanking are charged as below : Rs. 2 lac to Rs. 5 lac - Rs. 25 (inclusive of taxes) per transaction Above Rs. 5 lac - Rs. 50 (inclusive of taxes) per transaction Note: RTGS transfers can be done for amounts exceeding Rs. 2,00,000 only whereas for NEFT there are no such amount restrictions.",""
"Fundstransfer","How long does it take for funds to be transferred from one account to another","Real-time means that beneficiary branches are expected to receive the funds as soon as they are transferred by the remitting bank. The beneficiary bank must credit the beneficiary's account within 30 minutes of receiving the funds transfer message.",""
"Fundstransfer","If the money is not credited successfully, will the remitting customer get the funds back","With RTGS, the receiving bank should credit the account of the beneficiary instantly. If for some reason the money cannot be credited, the receiving bank has to return the money to the remitting bank within 1 hour. As soon as the money is returned, the original debit entry in the customer's account is reversed.",""
"Investments","Which Mutual Funds are ISA enabled","List of Mutual Funds ISA AIG Mutual Fund OD Addendum Fact Sheet Axis Mutual Fund OD Addendum Fact Sheet Bharti AXA Mutual Fund OD Addendum Fact Sheet Birla Mutual Fund OD Addendum Fact Sheet Canara Robeco Mutual Fund Fund OD Addendum Fact Sheet Deutsche Mutual Fund OD Addendum Fact Sheet DSP BlackRock Mutual Fund OD Addendum Fact Sheet Edelweiss Mutual Fund OD Addendum Fact Sheet Fidelity Mutual Fund OD Addendum Fact Sheet Franklin Templeton Mutual Fund OD Addendum Fact Sheet HDFC Mutual Fund OD Addendum Fact Sheet HSBC Mutual Fund OD Addendum Fact Sheet ICICI Prudential Mutual fund OD Addendum Fact Sheet IDFC Mutual Fund OD Addendum Fact Sheet ING Mutual Fund OD Addendum Fact Sheet JM Mutual Fund OD Addendum Fact Sheet JP Morgan Mutual Fund OD Addendum Fact Sheet Kotak Mutual Fund OD Addendum Fact Sheet L & T Mutual Fund OD Addendum Fact Sheet Mirae Asset OD Addendum Fact Sheet Morgan Stanley Mutual Fund OD Addendum Fact Sheet Reliance Mutual Fund OD Addendum Fact Sheet Religare Mutual Fund OD Addendum Fact Sheet SBI Mutual Fund OD Addendum Fact Sheet Sundaram Mutual Fund OD Addendum Fact Sheet TATA Mutual fund OD Addendum Fact Sheet UTI Mutual Fund OD Addendum Fact Sheet BNP Paribas Mutual Fund OD Addendum Fact Sheet Pramerica Mutual Fund OD Addendum Fact Sheet View more",""
"Investments","How can I close my Online Mutual Fund Account as well as the Bank account linked with it","To close your Online Mutual Fund account as well as the linked Bank account, you will need to redeem or transfer all your Online Mutual Fund holdings to physical mode. Once this is done, the Online Mutual Funds Account can be closed. After closure of the Online Mutual Funds Account, the linked bank account can be closed. Please note that both the above options require a written request in the attached format. Please submit the form, duly filled at your account branch. Kindly visit the following URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers: PhoneBanking The above URL gives you access to the various contact points to get in touch with us through the Customer Center. View more",""
"Investments","I am an NRI residing outside India. How do I get myself KYC Compliant","The soft copy of these KYC forms will be made available on the website of all mutual funds, AMFI and Central Depository Services (India) Limited (CDSL). You may also approach your distributor for a form. The same duly completed along with the necessary attested documents can be submitted at the PoS or mailed to your representative or distributor who can complete the KYC formalities for you.",""
"Investments","If I change my address/Bank account /Nomination, what do I need to do","For all changes in account profile, or bank account linked for purchases or redemptions, contact the nearest branch and fill in a form to get the change done.",""
"Investments","In case of existing investors, when and how will the KYC norms be introduced","KYC norms are applicable to all investors. It is in the interest of all investors to obtain KYC Acknowledgement and submit it to the Mutual Fund to avoid any inconvenience in the future.",""
"Investments","How do I buy Mutual Funds over the Net","To invest through NetBanking log onto www.hdfcbank.com.",""
"Investments","How can I use Mobile Banking to manage my Mutual Funds account","We request you to follow the steps mentioned below to access your Online Mutual Fund details: Log on to the HDFC Bank NetBanking Site - Using your Customer ID and Password (Please use the NetBanking password) Click on the Mutual Fund Tab - 6th tab on the top right corner The Mutual Fund account number generated for you will reflect on the screen On the Left Hand side of the screen, various options like New Fund Offer, Purchase, Redeem, Switch, etc. are available You can click on any of the options and the relevant screen will be available to execute the desired transactions Your Mutual Fund Account Number will be available in a drop down. You can select your Mutual Fund account number and start transacting. View more",""
"Investments","What is the process of application for Rights Issue under ASBA","An investor, who has received the common application form from the registrar of the company floating the rights issue, has the option of applying through ASBA at any designated branch of the Bank. Rights issue is not available in NetBanking facility.",""
"Investments","What about a Minor becoming a Major","When a minor attaining majority ( completes 18 years of age), he/she must be KYC Compliant and have a KYC Acknowledgement of their own. The same should be informed to the Mutual Fund where he/she holds an investment, along with other details such as the bank details, signature, etc. as per the present requirements of such Mutual Fund.",""
"Investments","How can I Buy/Sell Mutual Funds","Once you are registered for an Investment Services Account you can start placing orders to buy/sell Mutual Funds through NetBanking services offered by HDFC Bank. Investing through Net Banking: You will have to login with your Customer ID and Internet Password to place orders for Mutual Funds on the website. You can view your Mutual Fund Holdings with their present market values on our website The cut-off time on the NetBanking Channel for the Same Day NAV for Mutual Funds transactions is 2 PM.",""
"Investments","How can I change the default Bank Account that is linked to my HDFC Bank Online Mutual Funds Account","We understand that you wish to change the Bank Account linked to your Online Mutual Funds Account (Applicable where you want to continue with the Online Mutual Funds Account but want to close only the linked Bank Account) For this, you must provide an alternate Bank Account number under the same Customer ID (First Holder) with which you are registered for online Mutual Funds. Once the change of the Bank Account is effected, the Online Mutual Fund Account will be de-linked from the old bank account and it will be closed. Please note that both the options require a written request in the attached format. Please submit the form duly filled at your account branch.",""
"Investments","What is the procedure to close my Investment Service account","You will need to submit the Investment Service account closure form to your nearest branch for further processing. Kindly visit the following URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers.",""
"Investments","How much am I charged for this service","A quarterly maintenance charge is applicable to hold an Investment Services Account. We request you to contact your RM / Personal Banker or nearest HDFC Bank Branch for details.",""
"Investments","Can I cancel a transaction","No cancellations are allowed once transactions are placed.",""
"Investments","Is the KYC acknowledgement a separate form or is it a part of the Mutual Fund application. Which of the forms require being time-stamped","KYC Acknowledgement is a separate form. Time stamping is not required on the KYC Acknowledgement.",""
"Investments","How do I transact in Mutuals Fund after completing the KYC process","You must attach your KYC Verified Print Out along with the Investment Application Form(s) while investing for the first time in a Mutual Fund. Application Forms not accompanied by a KYC print out are liable to be rejected by the Mutual Fund.",""
"Investments","Can I sell/redeem schemes bought offline through online","No, only those schemes bought through the online mode can be sold /redeemed through this service.",""
"Investments","How do I buy Mutual Fund over the Net","To invest through NetBanking Log onto www.hdfcbank.com",""
"Investments","How can I register for this service","To register for this service, fill in an Investment Services account opening form that is available at any HDFC Bank Branch, or contact your Relationship Manager. Fill in all the details in the form, with the requisite documents, along with details of the bank account that has to be linked with your Investment Services account. The Account Opening Application Form has to be signed by the all the Bank Account holders. Submit this form to your RM or nearest branch.",""
"Investments","As an NRI, can I buy Mutual Fund Units in the Portfolio Investment Schemes (PIS) account","No, you cannot purchase Mutual Fund units in the PIS account. You can only do so in the Non-PIS account.",""
"Investments","When will I be able to view the unit holdings in my account from the time of purchase","The unit holdings will be reflected within T+2 days (T being the transaction day).",""
"Investments","Are there any special requirements for an NRI to invest in Mutual Funds","Yes. In addition to the certified true copy of the passport, a certified true copy of the overseas address and permanent address will also be required. If any of the documents (including attestations/certifications) towards proof of identity or address is in a foreign language, they have to be translated into English for submission. The documents can be attested by the Consulate office or overseas branches of scheduled Commercial Banks registered in India.",""
"Investments","Will I get an online confirmation of my transactions","An order once placed will be confirmed immediately. The confirmation of units bought or sold will be done by the AMC / Registrar only on the next working day.",""
"Investments","After the  First purchase, can I invest in the same AMC again on the same day","After your first purchase you will not be permitted to transact for a period of 3 to 4 working days, depending on the processing time of the Mutual Funds' Registrar. After you place an investment order in any Mutual Fund for the first time a Folio Number needs to be generated for that particular fund. Until the Folio number is generated you will not be allowed to place any further orders for that particular Mutual Fund. After the Folio Number is generated you can place any number of orders in any schemes of the Mutual Fund.",""
"Investments","What is a KYC Application Form","A KYC Application Form has been designed for Individual and Non-Individual Investors separately. These forms are available on the Mutual Funds website, AMFI and Central Depository Services (India) Limited (CDSL). You may also approach your distributor for a form. It is important to read the instructions printed on the KYC Application Form while filling the form.",""
"Investments","What if I have already obtained a MIN","Scenario 1 If the MIN was obtained by submitting your PAN, the MIN Acknowledgement can be enclosed along with the Investment Application Form(s)/Transaction Slip(s) while investing for the first time in a Mutual Fund, as the PAN number will be stated on the said acknowledgement. Scenario 2 If the MIN was obtained without submitting your PAN but with other proof of identity documents, you need to carry a copy of your PAN card, and your original PAN card, for submission at the PoS. For such cases, CVL will send out a communication to you requesting you to submit your PAN for KYC compliance.",""
"Investments","Who can open an Investment Services account","Any Individual or HUF, who has an HDFC Bank Savings Account and is KYC compliant, can register for a Mutual Fund Investment Services Account. NRI customers who are KYC compliant and have a Savings account can also avail of this service. The Savings Bank account status has to be single or either/Survivor.",""
"Investments","What are the advantages of investing in SIP","A large part of the success of Mutual Funds is also the advantages they offer in terms of diversification, professional management and liquidity. Power of Compounding: The longer the period of your investment, the more wealth you can accumulate because of the power of compounding. That’s why it makes sense to start investing early. Quite simply, the incremental returns that you earn on your principal, plus accrued gains, is compounded. Rupee Cost Averaging: Most investors want to buy stocks when the prices are low and sell them when the prices are high. But timing the market is time consuming and risky. A more successful investment strategy is to adopt a method called Rupee Cost Averaging. By investing in an SIP you end up buying more units when the price is low and less when the price is high. To set up an SIP, walk in to your nearest HDFC Bank branch or invest through an Investment Services Account. View more",""
"Investments","What happens if I have multiple folios/accounts with a Mutual Fund","You can inform the Mutual Fund to update the KYC Acknowledgement against all the folios/accounts you have with it. However, each of the holders in these folios/accounts should be KYC Compliant.",""
"Investments","What if I forget my customer ID/ IPIN number","Your ID is available in your welcome letter or can be obtained from the branch. Your IPIN (NetBanking password) can be re-generated by downloading a 'Password Regeneration Request' from the HDFC bank website and submitting it to the branch. The new IPIN (NetBanking password) will be sent to you by post.",""
"Investments","What are the schemes available to the customers","Only select schemes of select AMC's are currently available for transactions done through NetBanking. The list of the schemes is available on the HDFC Bank's website.",""
"Investments","Do I need to inform about my change of Income status","Yes. If you find an increased/decrease in your income, which will effectively change the income bracket that you have declared in the KYC Application form, you should apply to any convenient PoS in the specified form. No proof is needed.",""
"Investments","What are the KYC requirements for a Mutual Fund Investor","Individual investors will have to produce a Proof of identity (Photo PAN card copy or PAN card copy and copy of the passport, driving license, etc.) and Proof of Address (any of the valid documents listed in section B of the KYC Application Form for Individuals). Non-Individual Investors will have to produce certain documents pertaining to its constitution/registration to fulfill the KYC process. A list of Mandatory Certified Documents to be submitted can be found in section C of the KYC application form for Non-Individual Investors.",""
"Investments","How do I convert my existing portfolio of Mutual Fund units to an Online Mutual Fund portfolio","Currently, this facility is not available.",""
"Investments","Is there any special requirement for a PIO (Person of Indian Origin)","The requirements applicable to an NRI will also apply to a PIO. However additionally, persons of Indian origin will have to submit a certified true copy of their PIO Card.",""
"Investments","Should I visit a PoS personally to obtain KYC Compliance","No. If you are not in a position to visit a PoS personally, the KYC Application Form along with the necessary documents (including originals if the copies are not attested) can be sent through the distributor or representative who can arrange to complete the KYC process and obtain the KYC Acknowledgement through any PoS.",""
"Investments","What are the consequences of KYC cancellation/rejection","In the event of any KYC Application Form being found deficient for lack of information/insufficiency of mandatory documentation, further investments will not be permitted.",""
"Investments","I do not have an account with HDFC Bank, but would like to invest in Mutual Funds. What do I do","You can contact any HDFC bank Branch to open a Bank account and once your Savings account is activated. You can fill in the application form for an Investment Services account along with a KYC form and the requisite documents, if you are not KYC Compliant, and send them to your Relationship Manager/Personal Banker or nearest branch. After you receive the welcome letter, you can start investing in Mutual Funds online.",""
"Investments","Who do I inform about change of name/address/status/signature, etc.","You should intimate your change of name/address/status/signature, etc. to any convenient PoS. You need to quote your PAN and submit proof (in case of a new address). You should provide at least 10 days for the change of address to take effect with all the Mutual Funds where you have investments. Please note that you should not write to the Mutual Fund or its Registrar for the change of address (unless as a designated PoS). The specified form can be obtained from the AMFI/Mutual Fund/CDSL website. All details of the holders in the Mutual Fund records will be replaced by the address details available in the CVL record.",""
"Investments","How is online investing more convenient","1. No filling of multiple application forms 2. Only a one time registration agreement to be signed and submitted 3. Paperless method to invest in Mutual Funds 4. No application forms, No Cheques, No Documents required for any transaction 5. Direct Credits to your bank account for Redemptions and Dividend proceeds 6. View online Mutual Fund holdings on NetBanking",""
"Investments","Is there a minimum transaction amount for each scheme","As decided by the fund, there is a minimum transaction amount indicated against each scheme. You will get to see the minimum transaction amount in the Purchase screen after you select the Name of the scheme from the drop down menu.",""
"Investments","Is there a charge I need to pay to get myself KYC Compliant","Currently, KYC is done for free of cost.",""
"Investments","Does the KYC Acknowledgement have an expiry date","No. Once the KYC Acknowledgement is obtained and informed to a Mutual Fund, it will be registered against the folio and quoted in all future account statements. The same will exist in perpetuity, unless cancelled by CVL.",""
"Investments","Why should I invest in SIP's right now","The current scenario in the equity market is dominated by negative sentiment, which has led to fundamentals being ignored. This scenario has created volatility in the markets and uncertainty of future outlook. The prudent way to invest in this scenario is to benefit from the volatility and this can be done by investing through SIP’s. A monthly SIP helps in averaging out the cost of purchase and benefit from the power of compounding. It also helps in creating wealth over a longer time period. The current investment scenario is still dominated by negative sentiment. This creates volatility in the markets due to confused minds of the investors. Such volatility makes it difficult to capture the market movements and most people end up losing money with the intention of timing the markets. Also investing a lump sum in one shot might lead you to miss out on market opportunities. The tool to beat such a scenario is investing through a Systematic Investment Plan.",""
"Investments","From what date is it mandatory for me to be KYC Compliant","With effect from 01 January 2011, if you want to invest in Mutual Funds you are required to complete the KYC process irrespective of the amount you invest.",""
"Investments","Is there any transaction charge for placing the transaction offline or online","Yes, there is transaction charge for placing a transaction offline or online is as follows: With effect from 1st November 2011, HDFC Bank has opted-in for transaction charge as per the SEBI circular no. Cir/ IMD/ DF/13/ 2011 dated August 22, 2011. To know more Click here. View more",""
"Investments","Can I transact anytime during the day","Yes, you can transact at any time of the day. However, in order to get the NAV of the same day you have to transact before the cut-off time of the scheme. If you place an order after the said cut-off time, you will be eligible for the NAV of the next day.",""
"Investments","Can I transact on a holiday","Yes, you can place your request even on a holiday. However, the request will be processed on the next business day and the respective NAV will be applicable as per the Mutual Fund's offer document.",""
"Investments","How will I receive the redemption amount","You can receive redemption amounts through a Direct Credit in your Savings Bank Account mentioned in Investment Services Account opening.",""
"Investments","How will I receive the Dividend Pay amount","You will receive the Dividend Pay amount through a Direct Credit by the AMC in your Savings Bank Account mentioned in Investment Services Account opening form.",""
"Investments","How do I redeem Mutual Fund units over the Net","Only Mutual Funds that are bought (purchased) through the Investment Services Account can be redeemed through this service. On NetBanking: To redeem Mutual Fund you have to login to the website with your Customer ID and IPIN and go to the Mutual Funds Tab. Click on the redemption link and then select the Investment Services Account No. from the drop down and the Mutual Fund that you want to redeem. Select the Scheme name and the Amount or number of units you want to redeem in the next screen keeping in mind the minimum transaction amount. You can choose to redeem all or part of your units by specifying the number of units and amount. The transaction will be processed and the redemption proceeds will be directly credited into your bank account. View more",""
"Investments","Whom do I inform about change of name/address/status/signature, etc.","You should intimate your change of name/address/status/signature, etc. to any convenient PoS. You need to quote your PAN and submit proof (in case of a new address). You should provide at least 10 days for the change of address to take effect with all the Mutual Funds with whom you are invested. Please note that you should not write to the Mutual Fund or its Registrar for the change of address (unless as a designated PoS). The specified form can be obtained from the AMFI/Mutual Fund/CDSL website. All details of the holders in the Mutual Fund records will be replaced by the address details available in the CVL record.",""
"Investments","Can an investor give a COA (Change of Address) along with a redemption request","Redemption request is given to the investor service centre while the change of address (if KYC process has been previously completed) has to be given to a KRA. The change of address will be effected by CVL and informed to the Mutual Funds. As it will take 10 days for this process to be completed, the redemption transaction accompanied by a change of address request, is likely to be processed without effecting the change of address request.",""
"Investments","How can I update my E-mail ID in my Online Mutual Fund Account","If your E-mail ID is not updated in your Online Mutual Fund account, we request you get in touch with the nearest branch to enable us to register you for E-mail Statements of your Mutual Funds. On receipt of the form, your e-mail ID will be updated with the respective AMC within 15 working days. You will receive the holding statements on your e-mail and mailing address simultaneously after registration.",""
"Investments","What is FATCA/CRS/KYC","FATCA : In January 2013, the United States of America’s (U.S) treasury released the final FATCA Regulations. FATCA requires U.S based financial institutions (FI) as well as foreign financial institutions to identify their U.S accounts and report them periodically to the U.S IRS (Internal Revenue Service) or appropriate governmental authority, in case of Inter-Governmental Agreement (IGA). Non-compliance can result in adverse consequences, including a penal U.S withholding tax, for non-U.S. entities or penalties under the local inter-governmental . CRS : To combat problem of offshore tax evasion, the G20 and OECD (Organisation of Economic Co-operation and Development) countries developed a Common Reporting Standard (CRS).CRS requires financial institutions to collect and report information to their tax authorities about account holders resident in other countries. India has signed CRS agreement on 3rd June 2015. UBO : As per SEBI Master Circular No. CIR/ISD/AML/3/2010 dated December 31, 2010 regarding Client Due Diligence policy, related circulars on anti-money laundering and SEBI circular No. IR/MIRSD/2/2013 dated January 24, 2013, non individuals and trusts are required to provide details of controlling persons [CP] / ultimate beneficiary owner [UBO] and submit appropriate proof of identity of such CPs/ UBOs. The beneficial owner has been defined in the circular as the natural person or persons, who ultimately own, control or influence a client and/or persons on whose behalf a transaction is being conducted, and includes a person who exercises ultimate effective control over a legal person or arrangement. As per regulatory requirement, individual investors and joint holders are required to provide extended KYC details. In absence of the same, transactions may get rejected by AMC/RTA. Joint holders of ISA ( Mutual Fund) accounts may update the same through Update Extended KYC option in NetBanking Request section of Accounts tab. Non-individual customers & HUFs may submit extended KYC details to Branches /Relationship manager. In absence of the same, transactions may get rejected by AMC/RTA",""
"Investments","What Is KYC","KYC stands for 'Know your Client', a term commonly used for the Client Identification Process. SEBI has prescribed certain requirements relating to KYC norms for Financial Institutions and Financial Intermediaries, including Mutual Funds, to 'know' their clients. This is in the form of verification of identity and address, financial status, occupation and other personal information. An applicant must be KYC compliant to invest with any SEBI registered Mutual Fund.",""
"Investments","What are the cut-off timings for the Investment Services Account","Cut-off time for same day NAV is 1400 hours i.e. 2.00 p.m. (Indian Standard Time). All instructions received on transaction day before the cut-off time will be eligible for same day's NAV (except Saturdays, Sundays and Holidays). For transactions received post cut-off time, NAV applicable will be as on next working day. In case of Liquid Scheme, NAV is being computed as mentioned below: Cut-off time for Historic NAV is 1230 hours i.e. 12.30 p.m. (Indian Standard Time). All instructions received on transaction day before the cut-off time will be eligible for Historic NAV (except Saturdays, Sundays and Holidays). Cut-off time for same day NAV is 1400 hours i.e. 2.00 p.m. (Indian Standard Time). All instructions received on transaction day after 12.30pm and before the cut-off time ie 2.00pm will be eligible for same day's NAV (except Friday ,Saturdays, Sundays and Holidays). In case of Liquid Scheme transactions done after 1400 hours i.e. 2.00 p.m. (Indian Standard Time) cut-off on Thursday but prior to 1230 hours i.e. 12.30 p.m. (Indian Standard Time) cut-off of time of Friday, the NAV for Thursday would be applicable . In case of Liquid Scheme transactions done after 1230 hours i.e. 12.30 p.m. (Indian Standard Time) on friday but prior to 1400 hours i.e. 2.00 p.m. (Indian Standard Time) cut-off of time of Friday, the NAV for Sunday would be applicable as per AMC rules for NAV applicability (NAV for next business day - 1 day will be applicable). In case of Liquid Scheme transactions done after 1400 hours i.e. 2.00 p.m. (Indian Standard Time) cut-off on Friday or transactions done on any holiday, Saturday or Sunday, the applicable NAV will be of the next declared NAV from AMC end. In case of Liquid Scheme transactions done after 1230 hours i.e. 12.30 p.m. (Indian Standard Time) on a day prior to a non working day, the applicable NAV will be of the holiday. (In case of consequent holidays the last holiday NAV is taken as the Holiday NAV). We agree and acknowledge that any instruction given or purported to be given by me/us before the cut off time as may be intimated by HDFC Bank to me/us from time to time, will be processed on the same day. Any instructions received after the prescribed cut off time will be processed on the next working day. We acknowledge that any transaction request falling due on a holiday will be processed on the next business day and the respective NAV will be applicable as per the Mutual Fund's offer document. View more",""
"Investments","How can I open an Online Mutual Fund Account with HDFC Bank","To open an Online Mutual Fund account, please fill in an Investment Services Account opening form that is available in any HDFC Bank Branch. You can also download the Investment Services Account opening form from www.hdfcbank.com > Forms Centre (top right corner). The form is also attached below. Once it is duly filled, you need to provide your KYC confirmation / verification (for all applicants) from below websites https://camskra.com/ https://kra.ndml.in/ www.cvlkra.com Submit the above documents to your HDFC Bank branch. For a comprehensive list of branches, kindly visit our site www.hdfcbank.com. Click on Find your nearest on the home page and select Branch. View more",""
"Investments","Can I cancel/ modify my bid placed under ASBA during the bidding period","Yes, you can place a cancellation request or modify your order anytime during the bidding period. After successfully processing your cancellation request, the money will be unblocked in your bank account. For more information visit www.hdfcsec.com or get in touch through email on",""
"Investments","What products can I trade in using my trading account","You can trade in Equity & Derivatives, IPOs, NCDs and Infrastructure Bonds. Click here to know more.",""
"Investments","I have sent in my application, what happens next","Your application will be processed and you will be informed once your application is accepted and all the required accounts are set up. In case your application is not processed because of lack of some details, our representative will contact you by mail.",""
"Investments","What is ASBA option while applying for an IPO","ASBA means Applications Supported by Blocked Amount. ASBA is an application containing an authorization to block the application money in the bank account, for subscribing to an issue.",""
"Investments","Who can open a Securities Trading account with HDFC securities","Any Indian resident/Non-resident individual (not US-based) or Indian corporate can register with HDFC Securities Ltd. to trade in securities. Currently, overseas corporate bodies (OCBs) cannot open an account with HDFC Securities. To become a registered user of HDFC Securities, you will have to first open a Savings/Current account and Demat account with HDFC Bank.",""
"Investments","Which are the various channels through which I can trade or invest","You can trade through multiple channels i.e. Online trading, Trade on Mobile, Low Bandwidth Sites (LITS), Call ‘N Trade.",""
